user_id,date,nb_actions,nb_echecs,volume_total,nb_acces_nuit,nb_weekend,amplitude_horaire,prediction_raw,score_anomalie,est_detecte,severite
USR_ADM_01,2026-05-08,9,1,23,0,0,7,1,0.4789626966254356,0,MOYEN
USR_ADM_01,2026-05-09,8,1,35,1,8,16,-1,0.6590272183242063,1,ÉLEVÉ
USR_ADM_01,2026-05-10,3,0,0,0,3,3,1,0.44361383020601564,0,FAIBLE
USR_ADM_01,2026-05-11,10,1,9,2,0,15,-1,0.6555280993301565,1,ÉLEVÉ
USR_ADM_01,2026-05-12,5,0,5,1,0,13,1,0.46020988389771844,0,MOYEN
USR_ADM_01,2026-05-13,7,0,416,0,0,9,1,0.4959946257688774,0,MOYEN
USR_ADM_01,2026-05-14,6,0,0,0,0,8,1,0.3776969771498548,0,FAIBLE
USR_ADM_01,2026-05-15,5,0,0,0,0,3,1,0.40120703557929543,0,FAIBLE
USR_ADM_01,2026-05-16,5,0,3,0,5,8,1,0.42730610247313344,0,FAIBLE
USR_ADM_01,2026-05-17,12,0,0,0,12,9,-1,0.6165354170369959,1,ÉLEVÉ
USR_ADM_01,2026-05-18,10,0,0,0,0,8,1,0.4416628688975739,0,FAIBLE
USR_ADM_01,2026-05-19,7,0,0,0,0,8,1,0.39480519939914205,0,FAIBLE
USR_ADM_01,2026-05-20,11,0,0,0,0,8,1,0.4654310666558278,0,MOYEN
USR_ADM_01,2026-05-21,14,0,259,0,0,9,-1,0.5883284924061984,1,ÉLEVÉ
USR_ADM_01,2026-05-22,3,0,0,0,0,8,1,0.3733315144096776,0,FAIBLE
USR_ADM_01,2026-05-23,8,0,0,0,8,8,1,0.5105333243329829,0,MOYEN
USR_ADM_01,2026-05-24,4,0,0,0,4,6,1,0.42381603745088653,0,FAIBLE
USR_ADM_01,2026-05-25,6,2,16,0,0,8,1,0.5331877958463802,0,MOYEN
USR_ADM_01,2026-05-26,9,1,1,1,0,16,-1,0.5801147316042996,1,ÉLEVÉ
USR_ADM_01,2026-05-27,3,0,0,0,0,8,1,0.3733315144096776,0,FAIBLE
USR_ADM_01,2026-05-28,4,0,0,0,0,8,1,0.3669036096590838,0,FAIBLE
USR_ADM_01,2026-05-29,5,0,403,0,0,6,1,0.47132346039911693,0,MOYEN
USR_ADM_02,2026-04-15,8,1,25,0,0,9,1,0.45931236599331937,0,MOYEN
USR_ADM_02,2026-04-16,6,1,0,0,0,9,1,0.44549972245009806,0,FAIBLE
USR_ADM_02,2026-04-17,10,0,292,2,0,15,-1,0.6717310758106864,1,ÉLEVÉ
USR_ADM_02,2026-04-18,3,0,0,0,3,9,1,0.4214795295620343,0,FAIBLE
USR_ADM_02,2026-04-19,7,0,0,0,7,8,1,0.4832248056582845,0,MOYEN
USR_ADM_02,2026-04-20,5,0,2,1,0,11,1,0.4732141940089698,0,MOYEN
USR_ADM_02,2026-04-21,9,0,0,0,0,7,1,0.4233324603610238,0,FAIBLE
USR_ADM_02,2026-04-22,7,0,3,1,0,14,1,0.48082874829750893,0,MOYEN
USR_ADM_02,2026-04-23,6,0,247,0,0,10,1,0.4622281420081374,0,MOYEN
USR_ADM_02,2026-04-24,9,0,0,0,0,8,1,0.41657587719889916,0,FAIBLE
USR_ADM_02,2026-04-25,10,0,0,0,10,8,-1,0.5715809761780133,1,ÉLEVÉ
USR_ADM_02,2026-04-26,5,0,0,0,5,3,1,0.47553489799093246,0,MOYEN
USR_ADM_02,2026-04-27,6,1,23,0,0,8,1,0.43354711017421516,0,FAIBLE
USR_ADM_02,2026-04-28,5,0,0,0,0,4,1,0.39094663897967635,0,FAIBLE
USR_ADM_02,2026-04-29,7,0,0,0,0,8,1,0.39480519939914205,0,FAIBLE
USR_ADM_02,2026-04-30,3,0,0,0,0,4,1,0.38320221214628364,0,FAIBLE
USR_ADM_02,2026-05-01,11,0,279,0,0,9,1,0.5368661387250795,0,MOYEN
USR_ADM_02,2026-05-02,3,0,0,0,3,5,1,0.4230663491811127,0,FAIBLE
USR_ADM_02,2026-05-03,6,0,2,1,6,12,-1,0.5604224494162184,1,ÉLEVÉ
USR_ADM_02,2026-05-04,9,0,270,1,0,14,-1,0.5794688410050173,1,ÉLEVÉ
USR_ADM_02,2026-05-05,3,0,0,0,0,4,1,0.38320221214628364,0,FAIBLE
USR_ADM_02,2026-05-06,3,0,0,0,0,7,1,0.3718488597581662,0,FAIBLE
USR_ADM_02,2026-05-07,10,1,11,0,0,7,1,0.49247430541523957,0,MOYEN
USR_ADM_02,2026-05-08,5,0,0,0,0,5,1,0.3759065127091461,0,FAIBLE
USR_ADM_02,2026-05-09,9,1,21,0,9,8,-1,0.5999493912358359,1,ÉLEVÉ
USR_ADM_02,2026-05-10,3,0,0,0,3,4,1,0.4322317050241055,0,FAIBLE
USR_ADM_02,2026-05-11,9,1,25,0,0,7,1,0.48152222277022866,0,MOYEN
USR_ADM_02,2026-05-12,5,1,14,0,0,7,1,0.4202926995603684,0,FAIBLE
USR_ADM_02,2026-05-13,4,0,0,0,0,7,1,0.3659017499762761,0,FAIBLE
USR_ADM_02,2026-05-14,5,0,298,1,0,14,1,0.54702602031161,0,MOYEN
USR_ADM_02,2026-05-15,8,0,3,1,0,14,1,0.491488278082372,0,MOYEN
USR_ADM_02,2026-05-16,7,0,4,1,7,14,-1,0.5774589603379535,1,ÉLEVÉ
USR_ADM_02,2026-05-17,3,0,1,0,3,3,1,0.4394754656469383,0,FAIBLE
USR_ADM_02,2026-05-18,6,0,0,0,0,6,1,0.3847918168209837,0,FAIBLE
USR_ADM_02,2026-05-19,9,0,0,0,0,8,1,0.41657587719889916,0,FAIBLE
USR_ADM_02,2026-05-20,8,0,0,0,0,8,1,0.4054550947641529,0,FAIBLE
USR_ADM_02,2026-05-21,6,0,395,0,0,8,1,0.46339840563583207,0,MOYEN
USR_ADM_02,2026-05-22,8,1,21,0,0,7,1,0.46122212806915,0,MOYEN
USR_ADM_02,2026-05-23,6,0,0,0,6,9,1,0.4548384327028356,0,MOYEN
USR_ADM_02,2026-05-24,8,0,321,0,8,8,-1,0.5862175385573503,1,ÉLEVÉ
USR_ADM_02,2026-05-25,9,0,497,0,0,7,-1,0.5580948075706869,1,ÉLEVÉ
USR_ADM_02,2026-05-26,5,0,0,0,0,8,1,0.3693157569002553,0,FAIBLE
USR_ADM_02,2026-05-27,7,0,2,0,0,8,1,0.392939941052015,0,FAIBLE
USR_ADM_02,2026-05-28,7,0,0,0,0,7,1,0.3993576033337429,0,FAIBLE
USR_ADM_02,2026-05-29,10,0,0,0,0,8,1,0.4416628688975739,0,FAIBLE
USR_ADM_03,2026-04-15,12,1,32,0,0,9,1,0.5345556332114844,0,MOYEN
USR_ADM_03,2026-04-16,9,0,0,0,0,8,1,0.41657587719889916,0,FAIBLE
USR_ADM_03,2026-04-17,8,0,1,1,0,13,1,0.5010462351894018,0,MOYEN
USR_ADM_03,2026-04-18,8,1,0,0,8,8,-1,0.5808756818957486,1,ÉLEVÉ
USR_ADM_03,2026-04-19,8,0,0,0,8,7,1,0.520437225730417,0,MOYEN
USR_ADM_03,2026-04-20,6,0,0,0,0,7,1,0.38012296011805446,0,FAIBLE
USR_ADM_03,2026-04-21,11,1,3,0,0,8,1,0.5199678272947874,0,MOYEN
USR_ADM_03,2026-04-22,9,0,0,0,0,7,1,0.4233324603610238,0,FAIBLE
USR_ADM_03,2026-04-23,7,0,0,0,0,8,1,0.39480519939914205,0,FAIBLE
USR_ADM_03,2026-04-24,6,0,3,1,0,13,1,0.4706080938798027,0,MOYEN
USR_ADM_03,2026-04-25,8,0,0,0,8,7,1,0.520437225730417,0,MOYEN
USR_ADM_03,2026-04-26,9,0,0,0,9,8,1,0.5349783411233848,0,MOYEN
USR_ADM_03,2026-04-27,9,0,0,0,0,9,1,0.42018374091620647,0,FAIBLE
USR_ADM_03,2026-04-28,8,0,0,0,0,9,1,0.40756944441187,0,FAIBLE
USR_ADM_03,2026-04-29,5,0,0,0,0,9,1,0.3721280565260905,0,FAIBLE
USR_ADM_03,2026-04-30,8,0,0,0,0,8,1,0.4054550947641529,0,FAIBLE
USR_ADM_03,2026-05-01,6,0,343,0,0,9,1,0.46511735115234587,0,MOYEN
USR_ADM_03,2026-05-02,11,0,2,1,11,14,-1,0.6481129984085239,1,ÉLEVÉ
USR_ADM_03,2026-05-03,5,0,3,0,5,3,1,0.47131202578350373,0,MOYEN
USR_ADM_03,2026-05-04,10,0,0,0,0,7,1,0.4479877776316974,0,FAIBLE
USR_ADM_03,2026-05-05,9,0,0,0,0,8,1,0.41657587719889916,0,FAIBLE
USR_ADM_03,2026-05-06,6,0,0,0,0,8,1,0.3776969771498548,0,FAIBLE
USR_ADM_03,2026-05-07,7,0,0,0,0,9,1,0.3966055325015682,0,FAIBLE
USR_ADM_03,2026-05-08,4,0,0,0,0,6,1,0.36838132883228647,0,FAIBLE
USR_ADM_03,2026-05-09,5,0,0,0,5,5,1,0.4480215758326813,0,FAIBLE
USR_ADM_03,2026-05-10,6,0,1,0,6,9,1,0.45537578801979167,0,MOYEN
USR_ADM_03,2026-05-11,5,0,0,0,0,9,1,0.3721280565260905,0,FAIBLE
USR_ADM_03,2026-05-12,5,0,0,0,0,9,1,0.3721280565260905,0,FAIBLE
USR_ADM_03,2026-05-13,7,0,296,0,0,9,1,0.4761994334395335,0,MOYEN
USR_ADM_03,2026-05-14,6,1,13,1,0,14,1,0.536977857229559,0,MOYEN
USR_ADM_03,2026-05-15,4,0,0,0,0,7,1,0.3659017499762761,0,FAIBLE
USR_ADM_03,2026-05-16,7,0,303,0,7,9,-1,0.5640955618237095,1,ÉLEVÉ
USR_ADM_03,2026-05-17,5,0,0,0,5,9,1,0.431123017621201,0,FAIBLE
USR_ADM_03,2026-05-18,6,0,4,1,0,15,1,0.4687820802031264,0,MOYEN
USR_ADM_03,2026-05-19,4,1,30,0,0,8,1,0.4261877654967712,0,FAIBLE
USR_ADM_03,2026-05-20,4,0,0,0,0,7,1,0.3659017499762761,0,FAIBLE
USR_ADM_03,2026-05-21,6,0,0,0,0,9,1,0.37847081548503925,0,FAIBLE
USR_ADM_03,2026-05-22,11,1,0,0,0,9,1,0.5166868288063989,0,MOYEN
USR_ADM_03,2026-05-23,2,0,0,0,2,2,1,0.45365221041547527,0,MOYEN
USR_ADM_03,2026-05-24,13,0,0,0,13,6,-1,0.6513704900314871,1,ÉLEVÉ
USR_ADM_03,2026-05-25,9,0,3,0,0,7,1,0.42573967701503157,0,FAIBLE
USR_ADM_03,2026-05-26,8,0,0,0,0,9,1,0.40756944441187,0,FAIBLE
USR_ADM_03,2026-05-27,12,0,243,0,0,9,-1,0.5564259797149902,1,ÉLEVÉ
USR_ADM_03,2026-05-28,5,1,29,0,0,2,1,0.47589910964395504,0,MOYEN
USR_ADM_03,2026-05-29,15,0,4,1,0,16,-1,0.5866726556947341,1,ÉLEVÉ
USR_ADM_04,2026-04-15,8,0,1,1,0,13,1,0.5010462351894018,0,MOYEN
USR_ADM_04,2026-04-16,10,0,0,0,0,9,1,0.4440285159861534,0,FAIBLE
USR_ADM_04,2026-04-17,7,0,357,0,0,7,1,0.48073929699119045,0,MOYEN
USR_ADM_04,2026-04-18,4,0,0,0,4,4,1,0.44163896541367553,0,FAIBLE
USR_ADM_04,2026-04-19,4,0,0,0,4,8,1,0.42067740705501644,0,FAIBLE
USR_ADM_04,2026-04-20,6,0,1,0,0,9,1,0.3775387498834336,0,FAIBLE
USR_ADM_04,2026-04-21,14,0,215,1,0,15,-1,0.633491054263467,1,ÉLEVÉ
USR_ADM_04,2026-04-22,8,0,0,0,0,8,1,0.4054550947641529,0,FAIBLE
USR_ADM_04,2026-04-23,3,0,0,0,0,7,1,0.3718488597581662,0,FAIBLE
USR_ADM_04,2026-04-24,7,0,472,0,0,9,1,0.516918123264308,0,MOYEN
USR_ADM_04,2026-04-25,6,0,0,0,6,6,1,0.4661815516553154,0,MOYEN
USR_ADM_04,2026-04-26,5,0,0,0,5,3,1,0.47553489799093246,0,MOYEN
USR_ADM_04,2026-04-27,10,2,31,0,0,8,-1,0.5827924175759347,1,ÉLEVÉ
USR_ADM_04,2026-04-28,11,1,21,2,0,16,-1,0.674356565923452,1,ÉLEVÉ
USR_ADM_04,2026-04-29,11,1,453,0,0,7,-1,0.6195545677991048,1,ÉLEVÉ
USR_ADM_04,2026-04-30,10,0,0,0,0,9,1,0.4440285159861534,0,FAIBLE
USR_ADM_04,2026-05-01,9,0,0,0,0,8,1,0.41657587719889916,0,FAIBLE
USR_ADM_04,2026-05-02,12,1,0,0,12,9,-1,0.6560930229094841,1,ÉLEVÉ
USR_ADM_04,2026-05-03,8,1,312,0,8,8,-1,0.6334589097064767,1,ÉLEVÉ
USR_ADM_04,2026-05-04,8,1,30,0,0,6,1,0.4733581467833524,0,MOYEN
USR_ADM_04,2026-05-05,9,0,1,0,0,5,1,0.4378127405429144,0,FAIBLE
USR_ADM_04,2026-05-06,8,2,34,1,0,14,-1,0.6317899227783008,1,ÉLEVÉ
USR_ADM_04,2026-05-07,6,0,0,0,0,6,1,0.3847918168209837,0,FAIBLE
USR_ADM_04,2026-05-08,8,0,0,0,0,6,1,0.4187736591898949,0,FAIBLE
USR_ADM_04,2026-05-09,11,0,1,1,11,14,-1,0.6479392407411848,1,ÉLEVÉ
USR_ADM_04,2026-05-10,10,0,1,1,10,10,-1,0.6383243815749706,1,ÉLEVÉ
USR_ADM_04,2026-05-11,5,0,5,1,0,15,1,0.4616917466597993,0,MOYEN
USR_ADM_04,2026-05-12,5,0,464,0,0,3,1,0.5358404742705569,0,MOYEN
USR_ADM_04,2026-05-13,1,0,0,0,0,0,1,0.43259769524078795,0,FAIBLE
USR_ADM_04,2026-05-14,6,1,10,0,0,7,1,0.4339647988784532,0,FAIBLE
USR_ADM_04,2026-05-15,12,2,36,1,0,16,-1,0.6707686161607747,1,ÉLEVÉ
USR_ADM_04,2026-05-16,5,0,0,0,5,2,1,0.48603991083139375,0,MOYEN
USR_ADM_04,2026-05-17,2,0,0,0,2,3,1,0.44635340893510417,0,FAIBLE
USR_ADM_04,2026-05-18,7,0,0,0,0,9,1,0.3966055325015682,0,FAIBLE
USR_ADM_04,2026-05-19,6,0,4,1,0,14,1,0.46076719173241626,0,MOYEN
USR_ADM_04,2026-05-20,5,0,0,0,0,4,1,0.39094663897967635,0,FAIBLE
USR_ADM_04,2026-05-21,11,1,298,0,0,6,-1,0.5953503152164237,1,ÉLEVÉ
USR_ADM_04,2026-05-22,9,0,0,0,0,9,1,0.42018374091620647,0,FAIBLE
USR_ADM_04,2026-05-23,9,0,4,1,9,14,-1,0.612438687788572,1,ÉLEVÉ
USR_ADM_04,2026-05-24,10,1,14,0,10,8,-1,0.6212161324431632,1,ÉLEVÉ
USR_ADM_04,2026-05-25,7,0,0,0,0,7,1,0.3993576033337429,0,FAIBLE
USR_ADM_04,2026-05-26,3,0,0,0,0,4,1,0.38320221214628364,0,FAIBLE
USR_ADM_04,2026-05-27,8,0,2,0,0,10,1,0.4160603710035146,0,FAIBLE
USR_ADM_04,2026-05-28,3,0,0,0,0,4,1,0.38320221214628364,0,FAIBLE
USR_ADM_04,2026-05-29,7,1,30,0,0,6,1,0.4596835460685434,0,MOYEN
USR_ADM_05,2026-04-15,9,0,2,1,0,15,1,0.5082924246370248,0,MOYEN
USR_ADM_05,2026-04-16,9,0,0,0,0,7,1,0.4233324603610238,0,FAIBLE
USR_ADM_05,2026-04-17,8,0,391,0,0,8,1,0.5007891596957685,0,MOYEN
USR_ADM_05,2026-04-18,8,0,333,0,8,8,-1,0.5897892176873752,1,ÉLEVÉ
USR_ADM_05,2026-04-19,12,0,0,0,12,9,-1,0.6165354170369959,1,ÉLEVÉ
USR_ADM_05,2026-04-20,7,0,0,0,0,9,1,0.3966055325015682,0,FAIBLE
USR_ADM_05,2026-04-21,5,0,0,0,0,4,1,0.39094663897967635,0,FAIBLE
USR_ADM_05,2026-04-22,10,0,495,0,0,9,-1,0.5747100814727729,1,ÉLEVÉ
USR_ADM_05,2026-04-23,3,1,0,0,0,7,1,0.4433858608211748,0,FAIBLE
USR_ADM_05,2026-04-24,11,1,22,0,0,9,1,0.5090051115129991,0,MOYEN
USR_ADM_05,2026-04-25,4,0,0,0,4,8,1,0.42067740705501644,0,FAIBLE
USR_ADM_05,2026-04-26,11,0,280,0,11,9,-1,0.6458059801755255,1,ÉLEVÉ
USR_ADM_05,2026-04-27,5,0,0,0,0,7,1,0.3698443640728238,0,FAIBLE
USR_ADM_05,2026-04-28,8,1,444,0,0,9,-1,0.5866308406983547,1,ÉLEVÉ
USR_ADM_05,2026-04-29,6,0,2,0,0,5,1,0.3896320539568571,0,FAIBLE
USR_ADM_05,2026-04-30,8,1,16,1,0,12,1,0.5515937395931174,0,ÉLEVÉ
USR_ADM_05,2026-05-01,10,1,0,0,0,9,1,0.4951476407583227,0,MOYEN
USR_ADM_05,2026-05-02,5,1,19,0,5,9,1,0.5030214340962104,0,MOYEN
USR_ADM_05,2026-05-03,8,0,3,1,8,14,-1,0.591904654190034,1,ÉLEVÉ
USR_ADM_05,2026-05-04,9,0,4,1,0,14,1,0.5005833956511863,0,MOYEN
USR_ADM_05,2026-05-05,9,0,3,1,0,14,1,0.5021153254156414,0,MOYEN
USR_ADM_05,2026-05-06,7,0,2,0,0,9,1,0.39514079933421387,0,FAIBLE
USR_ADM_05,2026-05-07,6,0,327,0,0,8,1,0.45899443236167664,0,MOYEN
USR_ADM_05,2026-05-08,13,0,1,0,0,8,1,0.5039374647063749,0,MOYEN
USR_ADM_05,2026-05-09,6,0,0,0,6,9,1,0.4548384327028356,0,MOYEN
USR_ADM_05,2026-05-10,8,1,3,1,8,12,-1,0.6413197161425949,1,ÉLEVÉ
USR_ADM_05,2026-05-11,10,1,0,0,0,9,1,0.4951476407583227,0,MOYEN
USR_ADM_05,2026-05-12,5,1,0,0,0,5,1,0.4468588111692835,0,FAIBLE
USR_ADM_05,2026-05-13,10,1,18,0,0,9,1,0.4878275427343575,0,MOYEN
USR_ADM_05,2026-05-14,6,0,0,0,0,9,1,0.37847081548503925,0,FAIBLE
USR_ADM_05,2026-05-15,8,1,20,0,0,5,1,0.4750918435853028,0,MOYEN
USR_ADM_05,2026-05-16,5,0,2,1,5,15,1,0.5441617150049339,0,MOYEN
USR_ADM_05,2026-05-17,7,0,2,0,7,8,1,0.483315600222033,0,MOYEN
USR_ADM_05,2026-05-18,11,0,0,0,0,8,1,0.4654310666558278,0,MOYEN
USR_ADM_05,2026-05-19,4,1,14,0,0,9,1,0.4168012807586973,0,FAIBLE
USR_ADM_05,2026-05-20,4,1,0,0,0,9,1,0.43413808628056677,0,FAIBLE
USR_ADM_05,2026-05-21,14,1,0,0,0,9,-1,0.562629534036348,1,ÉLEVÉ
USR_ADM_05,2026-05-22,11,0,277,0,0,8,1,0.537186165415485,0,MOYEN
USR_ADM_05,2026-05-23,6,0,6,2,6,12,-1,0.6272865893884182,1,ÉLEVÉ
USR_ADM_05,2026-05-24,10,0,2,0,10,9,-1,0.5735733495736305,1,ÉLEVÉ
USR_ADM_05,2026-05-25,6,0,0,0,0,7,1,0.38012296011805446,0,FAIBLE
USR_ADM_05,2026-05-26,11,1,739,0,0,10,-1,0.6568018009758146,1,ÉLEVÉ
USR_ADM_05,2026-05-27,7,0,2,0,0,5,1,0.41239060942212,0,FAIBLE
USR_ADM_05,2026-05-28,5,0,0,0,0,9,1,0.3721280565260905,0,FAIBLE
USR_ADM_05,2026-05-29,4,1,407,0,0,7,1,0.5486742423810665,0,MOYEN
USR_ADM_06,2026-04-15,9,0,3,0,0,7,1,0.42573967701503157,0,FAIBLE
USR_ADM_06,2026-04-16,7,0,0,0,0,5,1,0.41377427520368326,0,FAIBLE
USR_ADM_06,2026-04-17,14,0,0,0,0,8,1,0.5241579794867033,0,MOYEN
USR_ADM_06,2026-04-18,3,0,0,0,3,8,1,0.41921227720434295,0,FAIBLE
USR_ADM_06,2026-04-19,10,0,616,0,10,8,-1,0.6765053391154376,1,ÉLEVÉ
USR_ADM_06,2026-04-20,7,0,226,0,0,8,1,0.4635133557284382,0,MOYEN
USR_ADM_06,2026-04-21,10,1,390,0,0,9,-1,0.5867790724414051,1,ÉLEVÉ
USR_ADM_06,2026-04-22,10,0,3,1,0,15,1,0.5229979663226396,0,MOYEN
USR_ADM_06,2026-04-23,5,0,0,0,0,7,1,0.3698443640728238,0,FAIBLE
USR_ADM_06,2026-04-24,7,0,0,0,0,8,1,0.39480519939914205,0,FAIBLE
USR_ADM_06,2026-04-25,6,0,0,0,6,8,1,0.4526209943489281,0,MOYEN
USR_ADM_06,2026-04-26,7,0,0,0,7,9,1,0.4864182689891579,0,MOYEN
USR_ADM_06,2026-04-27,7,0,378,2,0,11,-1,0.6477275609936965,1,ÉLEVÉ
USR_ADM_06,2026-04-28,11,0,0,0,0,9,1,0.464935533188129,0,MOYEN
USR_ADM_06,2026-04-29,4,0,240,1,0,13,1,0.5360505438592544,0,MOYEN
USR_ADM_06,2026-04-30,5,0,416,0,0,7,1,0.4682777610564261,0,MOYEN
USR_ADM_06,2026-05-01,6,0,292,0,0,7,1,0.45353836205052417,0,MOYEN
USR_ADM_06,2026-05-02,8,0,3,1,8,12,-1,0.5956159406257134,1,ÉLEVÉ
USR_ADM_06,2026-05-03,8,0,0,0,8,9,1,0.5128089074926873,0,MOYEN
USR_ADM_06,2026-05-04,9,0,0,0,0,8,1,0.41657587719889916,0,FAIBLE
USR_ADM_06,2026-05-05,5,0,0,0,0,7,1,0.3698443640728238,0,FAIBLE
USR_ADM_06,2026-05-06,9,2,39,0,0,10,-1,0.5882634231642104,1,ÉLEVÉ
USR_ADM_06,2026-05-07,6,1,21,0,0,8,1,0.4321512241692556,0,FAIBLE
USR_ADM_06,2026-05-08,5,0,0,0,0,4,1,0.39094663897967635,0,FAIBLE
USR_ADM_06,2026-05-09,10,1,5,1,10,14,-1,0.6685622262407687,1,ÉLEVÉ
USR_ADM_06,2026-05-10,8,0,3,0,8,9,1,0.5151387188047283,0,MOYEN
USR_ADM_06,2026-05-11,10,0,0,0,0,6,1,0.45338569232821013,0,MOYEN
USR_ADM_06,2026-05-12,6,0,233,0,0,5,1,0.46571663849585065,0,MOYEN
USR_ADM_06,2026-05-13,8,0,3,1,0,15,1,0.4995179636398716,0,MOYEN
USR_ADM_06,2026-05-14,3,0,0,0,0,7,1,0.3718488597581662,0,FAIBLE
USR_ADM_06,2026-05-15,7,0,0,0,0,6,1,0.40601411514057234,0,FAIBLE
USR_ADM_06,2026-05-16,3,0,0,0,3,6,1,0.4186855183937563,0,FAIBLE
USR_ADM_06,2026-05-17,11,1,458,0,11,8,-1,0.7072368558961117,1,CRITIQUE
USR_ADM_06,2026-05-18,6,0,0,0,0,9,1,0.37847081548503925,0,FAIBLE
USR_ADM_06,2026-05-19,5,0,2,1,0,16,1,0.4763681261909915,0,MOYEN
USR_ADM_06,2026-05-20,7,0,0,0,0,7,1,0.3993576033337429,0,FAIBLE
USR_ADM_06,2026-05-21,4,0,0,0,0,6,1,0.36838132883228647,0,FAIBLE
USR_ADM_06,2026-05-22,5,0,1,1,0,14,1,0.46289212971992544,0,MOYEN
USR_ADM_06,2026-05-23,6,0,246,1,6,13,-1,0.6165196239166038,1,ÉLEVÉ
USR_ADM_06,2026-05-24,8,0,6,1,8,14,-1,0.5917990634647488,1,ÉLEVÉ
USR_ADM_06,2026-05-25,4,0,0,0,0,5,1,0.3718204053635638,0,FAIBLE
USR_ADM_06,2026-05-26,5,0,2,0,0,6,1,0.3697315949444457,0,FAIBLE
USR_ADM_06,2026-05-27,10,0,0,0,0,9,1,0.4440285159861534,0,FAIBLE
USR_ADM_06,2026-05-28,12,1,343,0,0,9,-1,0.6119582665046182,1,ÉLEVÉ
USR_ADM_06,2026-05-29,4,0,1,0,0,5,1,0.36895371931014986,0,FAIBLE
USR_ADM_07,2026-04-15,3,0,0,0,0,6,1,0.37355702933065954,0,FAIBLE
USR_ADM_07,2026-04-16,7,1,15,1,0,13,1,0.5485162819437707,0,MOYEN
USR_ADM_07,2026-04-17,11,0,320,1,0,15,-1,0.6161902690476403,1,ÉLEVÉ
USR_ADM_07,2026-04-18,8,0,4,1,8,14,-1,0.5923999730599971,1,ÉLEVÉ
USR_ADM_07,2026-04-19,14,1,0,0,14,9,-1,0.6810256865351298,1,ÉLEVÉ
USR_ADM_07,2026-04-20,3,0,0,0,0,3,1,0.38906103617023485,0,FAIBLE
USR_ADM_07,2026-04-21,2,0,1,0,0,4,1,0.38781546614325396,0,FAIBLE
USR_ADM_07,2026-04-22,8,0,0,0,0,7,1,0.41189015441814847,0,FAIBLE
USR_ADM_07,2026-04-23,11,0,0,0,0,9,1,0.464935533188129,0,MOYEN
USR_ADM_07,2026-04-24,15,0,0,0,0,6,1,0.5347289289752791,0,MOYEN
USR_ADM_07,2026-04-25,10,0,0,0,10,9,-1,0.569955659925179,1,ÉLEVÉ
USR_ADM_07,2026-04-26,12,0,0,0,12,9,-1,0.6165354170369959,1,ÉLEVÉ
USR_ADM_07,2026-04-27,7,0,226,0,0,9,1,0.463770436298345,0,MOYEN
USR_ADM_07,2026-04-28,11,0,1,0,0,7,1,0.46955802887276277,0,MOYEN
USR_ADM_07,2026-04-29,7,1,29,0,0,7,1,0.4513329748246401,0,MOYEN
